"","Date","Time","Temperature","Humidity","CO_AQI","NO2_AQI","SO2_AQI"
"212","09/08/2018",04:47:37,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"213","09/08/2018",04:47:42,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"214","09/08/2018",04:47:47,"30.00","72.00",38.8636363636364,0.377358490566038,271.19397993311
"215","09/08/2018",04:47:52,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"216","09/08/2018",04:47:57,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"217","09/08/2018",04:48:02,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"218","09/08/2018",04:48:07,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"219","09/08/2018",04:48:12,"30.00","72.00",38.8636363636364,0.377358490566038,273.511705685619
"220","09/08/2018",04:48:17,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"221","09/08/2018",04:48:22,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"222","09/08/2018",04:48:27,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"223","09/08/2018",04:48:32,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"224","09/08/2018",04:48:37,"29.00","72.00",38.8636363636364,0.377358490566038,273.180602006689
"225","09/08/2018",04:48:42,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"226","09/08/2018",04:48:47,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"227","09/08/2018",04:48:52,"30.00","72.00",38.8636363636364,0.377358490566038,271.52508361204
"228","09/08/2018",04:48:57,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"229","09/08/2018",04:49:02,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"230","09/08/2018",04:49:07,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"231","09/08/2018",04:49:12,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"232","09/08/2018",04:49:17,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"233","09/08/2018",04:49:22,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"234","09/08/2018",04:49:27,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"235","09/08/2018",04:49:32,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"236","09/08/2018",04:49:37,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"237","09/08/2018",04:49:42,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"238","09/08/2018",04:49:47,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"239","09/08/2018",04:49:52,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"240","09/08/2018",04:49:57,"29.00","72.00",38.8636363636364,0.377358490566038,270.862876254181
"241","09/08/2018",04:50:02,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"242","09/08/2018",04:50:07,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"243","09/08/2018",04:50:12,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"244","09/08/2018",04:50:17,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"245","09/08/2018",04:50:22,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"246","09/08/2018",04:50:27,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"247","09/08/2018",04:50:32,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"248","09/08/2018",04:50:37,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"249","09/08/2018",04:50:42,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"250","09/08/2018",04:50:47,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"251","09/08/2018",04:50:52,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"252","09/08/2018",04:50:57,"29.00","72.00",38.8636363636364,0.377358490566038,273.842809364548
"253","09/08/2018",04:51:02,"29.00","72.00",38.8636363636364,0.377358490566038,270.200668896321
"254","09/08/2018",04:51:07,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"255","09/08/2018",04:51:12,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"256","09/08/2018",04:51:16,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"257","09/08/2018",04:51:21,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"258","09/08/2018",04:51:26,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"259","09/08/2018",04:51:31,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"260","09/08/2018",04:51:36,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"261","09/08/2018",04:51:41,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"262","09/08/2018",04:51:46,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"263","09/08/2018",04:51:51,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"264","09/08/2018",04:51:56,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"265","09/08/2018",04:52:01,"29.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"266","09/08/2018",04:52:06,"30.00","72.00",38.8636363636364,0.377358490566038,270.531772575251
"267","09/08/2018",04:52:11,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"268","09/08/2018",04:52:16,"29.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"269","09/08/2018",04:52:21,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"270","09/08/2018",04:52:26,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"271","09/08/2018",04:52:31,"30.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"272","09/08/2018",04:52:36,"30.00","72.00",38.8636363636364,0.377358490566038,272.849498327759
"273","09/08/2018",04:52:41,"29.00","72.00",38.8636363636364,0.377358490566038,271.85618729097
"274","09/08/2018",04:52:46,"30.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"275","09/08/2018",04:52:51,"29.00","72.00",38.8636363636364,0.386792452830189,274.173913043478
"276","09/08/2018",04:52:56,"29.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"277","09/08/2018",04:53:01,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"278","09/08/2018",04:53:06,"30.00","72.00",38.8636363636364,0.377358490566038,271.85618729097
"279","09/08/2018",04:53:11,"30.00","72.00",38.8636363636364,0.377358490566038,270.200668896321
"280","09/08/2018",04:53:16,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"281","09/08/2018",04:53:21,"29.00","72.00",38.8636363636364,0.377358490566038,272.1872909699
"282","09/08/2018",04:53:26,"30.00","72.00",38.8636363636364,0.377358490566038,272.518394648829
"283","09/08/2018",04:53:30,"30.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"284","09/08/2018",04:53:35,"30.00","72.00",38.8636363636364,0.386792452830189,272.518394648829
"285","09/08/2018",04:53:40,"30.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"286","09/08/2018",04:53:44,"30.00","72.00",38.8636363636364,0.386792452830189,274.505016722408
"287","09/08/2018",04:53:49,"30.00","72.00",38.8636363636364,0.386792452830189,272.518394648829
"288","09/08/2018",04:53:54,"30.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"289","09/08/2018",04:53:59,"30.00","72.00",38.8636363636364,0.386792452830189,272.1872909699
"290","09/08/2018",04:54:04,"29.00","72.00",38.8636363636364,0.386792452830189,272.518394648829
